Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Type_enc,temp_diff,power_proxy,wear_category,high_wear,high_torque,low_speed,strain_index,overheat,failure_mode_count
L,302.1,311.0,1740,30.8,182,0,0,0,0,0,0,0,8.9,5.6117,High(151-200),0,0,0,0,0,0
L,302.1,310.9,1477,41.4,184,0,0,0,0,0,0,0,8.8,6.4029,High(151-200),0,0,0,0,0,0
L,302.1,310.9,1658,30.3,186,0,0,0,0,0,0,0,8.8,5.2605,High(151-200),0,0,0,0,0,0
L,302.0,310.8,1902,23.4,188,0,0,0,0,0,0,0,8.8,4.6604,High(151-200),0,0,0,0,0,0
M,302.0,310.8,1783,23.1,190,0,0,0,0,0,0,1,8.8,4.3128,High(151-200),0,0,0,0,0,0
M,302.0,310.9,1558,45.3,193,0,0,0,0,0,0,1,8.9,7.3903,High(151-200),0,0,0,0,0,0
L,302.1,311.0,1351,49.5,196,0,0,0,0,0,0,0,8.9,7.0026,High(151-200),0,1,1,1,0,0
H,302.1,310.9,1452,42.5,198,0,0,0,0,0,0,2,8.8,6.4618,High(151-200),0,0,0,0,0,0
L,302.1,310.9,1666,30.7,203,0,0,0,0,0,0,0,8.8,5.3556,Critical(>200),1,0,0,0,0,0
L,302.1,311.0,1364,50.0,205,0,0,0,0,0,0,0,8.9,7.1414,Critical(>200),1,1,1,1,0,0
M,302.1,311.0,1351,60.3,207,1,0,0,0,1,0,1,8.9,8.5304,Critical(>200),1,1,1,1,0,1
H,302.1,311.0,1729,26.1,210,0,0,0,0,0,0,2,8.9,4.7253,Critical(>200),1,0,0,0,0,0
M,302.1,311.0,1574,34.1,215,0,0,0,0,0,0,1,8.9,5.6203,Critical(>200),1,0,0,0,0,0
L,302.0,311.0,1566,37.8,218,0,0,0,0,0,0,0,9.0,6.1984,Critical(>200),1,0,0,0,0,0
L,302.0,310.9,1455,43.2,220,0,0,0,0,0,0,0,8.9,6.5818,Critical(>200),1,0,0,0,0,0
H,302.0,310.9,1679,29.0,222,0,0,0,0,0,0,2,8.9,5.0985,Critical(>200),1,0,0,0,0,0
L,302.0,310.8,2143,17.3,227,0,0,0,0,0,0,0,8.8,3.8821,Critical(>200),1,0,0,0,0,0
L,302.0,310.8,1447,42.7,229,0,0,0,0,0,0,0,8.8,6.4698,Critical(>200),1,0,0,0,0,0
L,302.0,310.8,1383,50.3,231,1,0,0,0,1,0,0,8.8,7.2843,Critical(>200),1,1,1,1,0,1
L,302.1,310.8,1772,27.1,233,0,0,0,0,0,0,0,8.7,5.0284,Critical(>200),1,0,0,0,0,0
L,302.0,310.8,1615,29.0,235,1,1,0,0,0,0,0,8.8,4.9042,Critical(>200),1,0,0,0,0,1
L,302.0,310.8,1454,36.6,0,0,0,0,0,0,0,0,8.8,5.5724,Fresh(0-50),0,0,0,0,0,0
L,302.0,310.8,1445,49.1,2,0,0,0,0,0,0,0,8.8,7.4293,Fresh(0-50),0,1,0,0,0,0
M,302.0,310.8,1609,35.2,4,0,0,0,0,0,0,1,8.8,5.9306,Fresh(0-50),0,0,0,0,0,0
L,302.0,310.9,1546,34.4,7,0,0,0,0,0,0,0,8.9,5.5688,Fresh(0-50),0,0,0,0,0,0
L,301.9,310.8,1567,39.3,9,0,0,0,0,0,0,0,8.9,6.4485,Fresh(0-50),0,0,0,0,0,0
L,302.0,310.8,1767,27.4,11,0,0,0,0,0,0,0,8.8,5.0697,Fresh(0-50),0,0,0,0,0,0
L,302.0,310.9,1539,34.2,13,0,0,0,0,0,0,0,8.9,5.5114,Fresh(0-50),0,0,0,0,0,0
L,302.0,310.9,1564,39.0,15,0,0,0,0,0,0,0,8.9,6.387,Fresh(0-50),0,0,0,0,0,0
M,302.0,310.8,1445,46.3,17,0,0,0,0,0,0,1,8.8,7.0056,Fresh(0-50),0,0,0,0,0,0
M,301.9,310.9,1419,47.7,20,1,0,0,0,0,0,1,9.0,7.0876,Fresh(0-50),0,1,1,1,0,0
M,301.8,310.9,1881,20.9,23,0,0,0,0,0,0,1,9.1,4.1165,Fresh(0-50),0,0,0,0,0,0
M,301.9,310.9,1421,46.2,26,0,0,0,0,0,0,1,9.0,6.8744,Fresh(0-50),0,0,1,0,0,0
L,301.9,311.0,1455,46.0,29,0,0,0,0,0,0,0,9.1,7.0084,Fresh(0-50),0,0,0,0,0,0
L,301.9,311.0,2691,12.1,31,1,0,0,1,0,0,0,9.1,3.4095,Fresh(0-50),0,0,0,0,0,1
L,301.8,310.8,1505,41.2,33,0,0,0,0,0,0,0,9.0,6.4928,Fresh(0-50),0,0,0,0,0,0
L,301.8,310.8,1456,46.6,35,0,0,0,0,0,0,0,9.0,7.1047,Fresh(0-50),0,0,0,0,0,0
L,301.8,310.8,1383,46.4,37,0,0,0,0,0,0,0,9.0,6.7195,Fresh(0-50),0,0,1,0,0,0
M,301.9,310.8,1563,39.2,39,0,0,0,0,0,0,1,8.9,6.4157,Fresh(0-50),0,0,0,0,0,0
M,301.9,310.9,2305,16.1,42,0,0,0,0,0,0,1,9.0,3.8859,Fresh(0-50),0,0,0,0,0,0
M,301.9,310.9,1456,43.6,45,0,0,0,0,0,0,1,9.0,6.6473,Fresh(0-50),0,0,0,0,0,0
L,302.0,311.0,1865,22.7,48,0,0,0,0,0,0,0,9.0,4.433,Fresh(0-50),0,0,0,0,0,0
L,301.9,310.9,1597,36.9,50,0,0,0,0,0,0,0,9.0,6.1706,Fresh(0-50),0,0,0,0,0,0
L,302.0,310.9,1495,38.6,52,0,0,0,0,0,0,0,8.9,6.0426,Low(51-100),0,0,0,0,0,0
M,302.0,310.9,1456,47.2,54,0,0,0,0,0,0,1,8.9,7.1961,Low(51-100),0,1,0,0,0,0
L,301.9,310.8,1465,44.3,57,0,0,0,0,0,0,0,8.9,6.7958,Low(51-100),0,0,0,0,0,0
M,302.0,310.9,1352,55.5,59,0,0,0,0,0,0,1,8.9,7.8572,Low(51-100),0,1,1,1,0,0
L,301.9,310.8,1906,21.7,62,0,0,0,0,0,0,0,8.9,4.3309,Low(51-100),0,0,0,0,0,0
L,302.0,310.9,1446,44.0,64,0,0,0,0,0,0,0,8.9,6.6622,Low(51-100),0,0,0,0,0,0
L,302.0,310.8,1948,19.7,66,0,0,0,0,0,0,0,8.8,4.0184,Low(51-100),0,0,0,0,0,0
L,301.9,310.7,1480,47.1,68,0,0,0,0,0,0,0,8.8,7.2993,Low(51-100),0,1,0,0,0,0
M,301.9,310.7,1511,37.6,70,0,0,0,0,0,0,1,8.8,5.9491,Low(51-100),0,0,0,0,0,0
M,301.9,310.7,1472,47.0,73,0,0,0,0,0,0,1,8.8,7.2444,Low(51-100),0,1,0,0,0,0
L,301.9,310.7,1429,51.0,76,0,0,0,0,0,0,0,8.8,7.6313,Low(51-100),0,1,0,0,0,0
L,301.9,310.7,1405,48.8,78,0,0,0,0,0,0,0,8.8,7.1795,Low(51-100),0,1,1,1,0,0
M,301.9,310.7,1405,47.9,80,0,0,0,0,0,0,1,8.8,7.0471,Low(51-100),0,1,1,1,0,0
L,302.0,310.7,1348,58.1,83,0,0,0,0,0,0,0,8.7,8.2009,Low(51-100),0,1,1,1,0,0
L,301.9,310.6,1331,68.6,85,1,0,0,1,0,0,0,8.7,9.5609,Low(51-100),0,1,1,1,0,1
L,301.9,310.6,1610,33.4,87,0,0,0,0,0,0,0,8.7,5.6308,Low(51-100),0,0,0,0,0,0
M,301.9,310.6,1412,46.5,89,0,0,0,0,0,0,1,8.7,6.8752,Low(51-100),0,0,1,0,0,0
L,302.0,310.7,1453,42.7,92,0,0,0,0,0,0,0,8.7,6.4967,Low(51-100),0,0,0,0,0,0
L,302.0,310.6,1583,38.9,94,0,0,0,0,0,0,0,8.6,6.448,Low(51-100),0,0,0,0,0,0
M,302.0,310.6,1539,37.4,96,0,0,0,0,0,0,1,8.6,6.0271,Low(51-100),0,0,0,0,0,0
L,302.0,310.5,1635,39.8,99,0,0,0,0,0,0,0,8.5,6.8139,Low(51-100),0,0,0,0,0,0
H,302.1,310.7,1294,62.4,101,1,0,1,0,0,0,2,8.6,8.455,Medium(101-150),0,1,1,1,0,1
L,302.0,310.5,1978,22.0,106,0,0,0,0,0,0,0,8.5,4.5566,Medium(101-150),0,0,0,0,0,0
L,302.0,310.4,1357,58.0,108,1,0,1,0,0,0,0,8.4,8.2415,Medium(101-150),0,1,1,1,0,1
L,302.0,310.4,1336,58.2,110,1,0,1,0,0,0,0,8.4,8.1419,Medium(101-150),0,1,1,1,0,1
L,302.0,310.4,1568,39.2,112,0,0,0,0,0,0,0,8.4,6.4362,Medium(101-150),0,0,0,0,0,0
M,302.0,310.4,1567,36.4,114,0,0,0,0,0,0,1,8.4,5.9726,Medium(101-150),0,0,0,0,0,0
L,302.0,310.4,1611,35.6,117,0,0,0,0,0,0,0,8.4,6.0054,Medium(101-150),0,0,0,0,0,0
H,302.0,310.5,1841,23.6,119,0,0,0,0,0,0,2,8.5,4.5495,Medium(101-150),0,0,0,0,0,0
L,302.0,310.5,1567,36.1,124,0,0,0,0,0,0,0,8.5,5.9234,Medium(101-150),0,0,0,0,0,0
L,301.9,310.4,1376,54.9,126,1,0,1,0,0,0,0,8.5,7.9102,Medium(101-150),0,1,1,1,0,1
L,301.9,310.5,1477,42.4,128,0,0,0,0,0,0,0,8.6,6.5576,Medium(101-150),0,0,0,0,0,0
M,301.9,310.5,1590,40.3,130,0,0,0,0,0,0,1,8.6,6.7096,Medium(101-150),0,0,0,0,0,0
L,302.0,310.5,2197,15.8,133,0,0,0,0,0,0,0,8.5,3.6348,Medium(101-150),0,0,0,0,0,0
M,302.0,310.4,1595,32.9,135,0,0,0,0,0,0,1,8.4,5.4948,Medium(101-150),0,0,0,0,0,0
H,302.0,310.5,1812,24.4,138,0,0,0,0,0,0,2,8.5,4.6296,Medium(101-150),0,0,0,0,0,0
M,302.0,310.5,1573,32.1,143,0,0,0,0,0,0,1,8.5,5.2873,Medium(101-150),0,0,0,0,0,0
L,302.0,310.5,1651,30.9,146,0,0,0,0,0,0,0,8.5,5.342,Medium(101-150),0,0,0,0,0,0
H,302.0,310.5,1459,43.2,148,0,0,0,0,0,0,2,8.5,6.5999,Medium(101-150),0,0,0,0,0,0
L,301.9,310.4,1370,51.7,153,1,0,1,0,0,0,0,8.5,7.4166,High(151-200),0,1,1,1,0,1
L,301.9,310.4,1518,34.1,155,0,0,0,0,0,0,0,8.5,5.4203,High(151-200),0,0,0,0,0,0
L,302.0,310.3,1648,29.6,157,0,0,0,0,0,0,0,8.3,5.1079,High(151-200),0,0,0,0,0,0
L,302.0,310.4,1464,47.2,159,0,0,0,0,0,0,0,8.4,7.2357,High(151-200),0,1,0,0,0,0
L,302.0,310.4,1895,23.2,161,0,0,0,0,0,0,0,8.4,4.6036,High(151-200),0,0,0,0,0,0
L,301.9,310.4,1884,23.4,163,0,0,0,0,0,0,0,8.5,4.6163,High(151-200),0,0,0,0,0,0
L,302.0,310.4,1450,46.6,165,0,0,0,0,0,0,0,8.4,7.0754,High(151-200),0,0,0,0,0,0
L,302.0,310.4,1448,43.4,167,0,0,0,0,0,0,0,8.4,6.5804,High(151-200),0,0,0,0,0,0
L,302.1,310.5,1389,49.6,169,0,0,0,0,0,0,0,8.4,7.2141,High(151-200),0,1,1,1,0,0
L,302.0,310.6,1583,35.2,171,0,0,0,0,0,0,0,8.6,5.8347,High(151-200),0,0,0,0,0,0
L,301.9,310.5,1425,51.1,173,0,0,0,0,0,0,0,8.6,7.6249,High(151-200),0,1,0,0,0,0
L,302.0,310.5,1809,27.1,175,0,0,0,0,0,0,0,8.5,5.1334,High(151-200),0,0,0,0,0,0
L,301.9,310.5,1892,21.8,177,0,0,0,0,0,0,0,8.6,4.3189,High(151-200),0,0,0,0,0,0
M,301.9,310.6,1475,47.8,179,0,0,0,0,0,0,1,8.7,7.3827,High(151-200),0,1,0,0,0,0
L,302.0,310.6,1361,46.7,182,0,0,0,0,0,0,0,8.6,6.6554,High(151-200),0,0,1,0,0,0
M,302.0,310.6,1563,41.0,184,0,0,0,0,0,0,1,8.6,6.7103,High(151-200),0,0,0,0,0,0
H,301.9,310.5,1472,39.7,187,0,0,0,0,0,0,2,8.6,6.1192,High(151-200),0,0,0,0,0,0
L,302.0,310.6,1325,55.3,192,0,0,0,0,0,0,0,8.6,7.6725,High(151-200),0,1,1,1,0,0
L,302.0,310.6,1358,53.1,194,0,0,0,0,0,0,0,8.6,7.5508,High(151-200),0,1,1,1,0,0
H,302.0,310.6,1346,54.7,196,0,0,0,0,0,0,2,8.6,7.7095,High(151-200),0,1,1,1,0,0
M,302.0,310.5,1381,58.4,201,0,0,0,0,0,0,1,8.5,8.4451,Critical(>200),1,1,1,1,0,0
L,301.9,310.5,1340,55.7,204,1,0,0,0,1,0,0,8.6,7.8155,Critical(>200),1,1,1,1,0,1
L,302.0,310.6,1366,47.7,206,0,0,0,0,0,0,0,8.6,6.8228,Critical(>200),1,1,1,1,0,0
L,302.1,310.7,1325,45.1,208,1,0,1,0,0,0,0,8.6,6.2573,Critical(>200),1,0,1,0,0,1
M,302.1,310.7,1376,46.3,210,1,0,1,0,0,0,1,8.6,6.6711,Critical(>200),1,0,1,0,0,1
M,302.1,310.7,1364,47.8,213,1,0,1,0,0,0,1,8.6,6.8271,Critical(>200),1,1,1,1,0,1
L,302.2,310.6,1462,43.6,0,0,0,0,0,0,0,0,8.4,6.6747,Fresh(0-50),0,0,0,0,0,0
M,302.1,310.6,1517,38.9,2,0,0,0,0,0,0,1,8.5,6.1792,Fresh(0-50),0,0,0,0,0,0
L,302.1,310.6,1385,53.6,5,0,0,0,0,0,0,0,8.5,7.7734,Fresh(0-50),0,1,1,1,0,0
L,302.1,310.6,1439,40.0,7,0,0,0,0,0,0,0,8.5,6.0272,Fresh(0-50),0,0,0,0,0,0
M,302.0,310.6,1623,34.3,9,0,0,0,0,0,0,1,8.6,5.8292,Fresh(0-50),0,0,0,0,0,0
H,302.0,310.6,1438,43.2,12,0,0,0,0,0,0,2,8.6,6.5049,Fresh(0-50),0,0,0,0,0,0
L,301.9,310.4,1708,24.8,17,0,0,0,0,0,0,0,8.5,4.4354,Fresh(0-50),0,0,0,0,0,0
M,301.8,310.3,1666,32.7,19,0,0,0,0,0,0,1,8.5,5.7045,Fresh(0-50),0,0,0,0,0,0
L,301.9,310.4,1286,62.8,22,1,0,1,0,0,0,0,8.5,8.4566,Fresh(0-50),0,1,1,1,0,1
L,301.9,310.3,1485,46.3,24,0,0,0,0,0,0,0,8.4,7.1995,Fresh(0-50),0,0,0,0,0,0
M,301.8,310.3,1409,52.5,26,0,0,0,0,0,0,1,8.5,7.7458,Fresh(0-50),0,1,1,1,0,0
L,301.8,310.3,1765,27.3,29,0,0,0,0,0,0,0,8.5,5.0455,Fresh(0-50),0,0,0,0,0,0
L,301.8,310.3,1688,28.8,31,0,0,0,0,0,0,0,8.5,5.0905,Fresh(0-50),0,0,0,0,0,0
M,301.7,310.3,1787,26.7,33,0,0,0,0,0,0,1,8.6,4.9961,Fresh(0-50),0,0,0,0,0,0
L,301.7,310.1,1487,48.0,36,0,0,0,0,0,0,0,8.4,7.4739,Fresh(0-50),0,1,0,0,0,0
L,301.7,310.1,1384,50.5,38,0,0,0,0,0,0,0,8.4,7.3185,Fresh(0-50),0,1,1,1,0,0
L,301.7,310.2,1311,57.4,40,1,0,1,0,0,0,0,8.5,7.8797,Fresh(0-50),0,1,1,1,0,1
H,301.7,310.2,1620,30.8,42,0,0,0,0,0,0,2,8.5,5.2247,Fresh(0-50),0,0,0,0,0,0
L,301.7,310.2,1331,61.2,47,1,0,1,0,0,0,0,8.5,8.5295,Fresh(0-50),0,1,1,1,0,1
H,301.7,310.1,1462,38.3,49,0,0,0,0,0,0,2,8.4,5.8633,Fresh(0-50),0,0,0,0,0,0
L,301.7,310.1,1424,50.2,54,0,0,0,0,0,0,0,8.4,7.4853,Low(51-100),0,1,0,0,0,0
L,301.7,310.1,1500,39.6,56,0,0,0,0,0,0,0,8.4,6.2199,Low(51-100),0,0,0,0,0,0
L,301.8,310.1,1738,28.0,58,0,0,0,0,0,0,0,8.3,5.0957,Low(51-100),0,0,0,0,0,0
M,301.8,310.3,1465,46.5,60,0,0,0,0,0,0,1,8.5,7.1332,Low(51-100),0,0,0,0,0,0
L,301.8,310.3,1482,41.4,63,0,0,0,0,0,0,0,8.5,6.4246,Low(51-100),0,0,0,0,0,0
L,301.9,310.3,1398,44.0,65,0,0,0,0,0,0,0,8.4,6.441,Low(51-100),0,0,1,0,0,0
L,301.9,310.3,1972,21.3,67,0,0,0,0,0,0,0,8.4,4.3983,Low(51-100),0,0,0,0,0,0
L,301.9,310.4,1603,37.6,69,0,0,0,0,0,0,0,8.5,6.3113,Low(51-100),0,0,0,0,0,0
L,301.9,310.4,1610,34.8,71,0,0,0,0,0,0,0,8.5,5.8668,Low(51-100),0,0,0,0,0,0
M,301.9,310.4,1373,48.0,73,1,0,1,0,0,0,1,8.5,6.9009,Low(51-100),0,1,1,1,0,1
M,302.0,310.5,1425,44.7,76,0,0,0,0,0,0,1,8.5,6.6699,Low(51-100),0,0,0,0,0,0
M,302.0,310.4,1212,55.6,79,1,0,1,0,0,0,1,8.4,7.0563,Low(51-100),0,1,1,1,0,1
M,302.0,310.4,1828,26.3,82,0,0,0,0,0,0,1,8.4,5.0342,Low(51-100),0,0,0,0,0,0
L,302.0,310.5,1370,44.4,85,1,0,1,0,0,0,0,8.5,6.3694,Low(51-100),0,0,1,0,0,1
M,302.0,310.5,1823,25.1,87,0,0,0,0,0,0,1,8.5,4.7913,Low(51-100),0,0,0,0,0,0
L,302.0,310.5,1263,60.6,90,1,0,1,0,0,0,0,8.5,8.0144,Low(51-100),0,1,1,1,0,1
L,301.9,310.4,1889,21.5,92,0,0,0,0,0,0,0,8.5,4.2527,Low(51-100),0,0,0,0,0,0
M,302.0,310.5,1639,32.9,94,0,0,0,0,0,0,1,8.5,5.6464,Low(51-100),0,0,0,0,0,0
M,302.0,310.4,1608,33.1,97,0,0,0,0,0,0,1,8.4,5.5733,Low(51-100),0,0,0,0,0,0
H,301.9,310.3,1653,32.4,100,0,0,0,0,0,0,2,8.4,5.6081,Low(51-100),0,0,0,0,0,0
L,302.0,310.4,1591,29.8,105,0,0,0,0,0,0,0,8.4,4.9646,Medium(101-150),0,0,0,0,0,0
L,302.1,310.5,1696,30.9,107,0,0,0,0,0,0,0,8.4,5.4876,Medium(101-150),0,0,0,0,0,0
L,302.2,310.6,1346,47.5,109,1,0,1,0,0,0,0,8.4,6.6948,Medium(101-150),0,1,1,1,0,1
M,302.2,310.5,1507,40.4,111,0,0,0,0,0,0,1,8.3,6.3752,Medium(101-150),0,0,0,0,0,0
H,302.3,310.6,1525,48.7,114,0,0,0,0,0,0,2,8.3,7.7767,Medium(101-150),0,1,0,0,0,0
M,302.3,310.7,1559,33.9,119,0,0,0,0,0,0,1,8.4,5.534,Medium(101-150),0,0,0,0,0,0
L,302.2,310.6,1632,30.5,122,0,0,0,0,0,0,0,8.4,5.2121,Medium(101-150),0,0,0,0,0,0
L,302.1,310.5,1559,36.0,124,0,0,0,0,0,0,0,8.4,5.8769,Medium(101-150),0,0,0,0,0,0
M,302.2,310.6,1355,51.5,126,1,0,1,0,0,0,1,8.4,7.3071,Medium(101-150),0,1,1,1,0,1
M,302.2,310.5,1832,23.7,129,0,0,0,0,0,0,1,8.3,4.5464,Medium(101-150),0,0,0,0,0,0
L,302.2,310.6,1386,50.0,132,0,0,0,0,0,0,0,8.4,7.2565,Medium(101-150),0,1,1,1,0,0
M,302.2,310.6,1346,49.2,134,1,0,1,0,0,0,1,8.4,6.9344,Medium(101-150),0,1,1,1,0,1
L,302.3,310.7,1499,37.8,137,0,0,0,0,0,0,0,8.4,5.9332,Medium(101-150),0,0,0,0,0,0
L,302.3,310.7,1612,33.4,139,0,0,0,0,0,0,0,8.4,5.6378,Medium(101-150),0,0,0,0,0,0
M,302.3,310.7,1544,39.7,141,0,0,0,0,0,0,1,8.4,6.4185,Medium(101-150),0,0,0,0,0,0
L,302.5,310.9,1477,39.2,144,0,0,0,0,0,0,0,8.4,6.0627,Medium(101-150),0,0,0,0,0,0
L,302.5,310.9,1624,34.4,146,0,0,0,0,0,0,0,8.4,5.8498,Medium(101-150),0,0,0,0,0,0
L,302.4,310.9,1349,46.1,148,1,0,1,0,0,0,0,8.5,6.5119,Medium(101-150),0,0,1,0,0,1
L,302.4,310.8,1686,28.8,150,0,0,0,0,0,0,0,8.4,5.0845,Medium(101-150),0,0,0,0,0,0
M,302.4,310.7,1521,40.4,152,0,0,0,0,0,0,1,8.3,6.4344,High(151-200),0,0,0,0,0,0
L,302.4,310.7,1362,54.8,155,1,0,1,0,0,0,0,8.3,7.8155,High(151-200),0,1,1,1,0,1
L,302.3,310.7,1402,50.9,157,0,0,0,0,0,0,0,8.4,7.4724,High(151-200),0,1,1,1,0,0
L,302.2,310.6,1334,53.2,159,1,0,1,0,0,0,0,8.4,7.4313,High(151-200),0,1,1,1,0,1
L,302.2,310.6,1348,48.4,161,1,0,1,0,0,0,0,8.4,6.8317,High(151-200),0,1,1,1,0,1
M,302.2,310.6,1570,34.6,163,0,0,0,0,0,0,1,8.4,5.6882,High(151-200),0,0,0,0,0,0
M,302.2,310.7,1601,33.0,166,0,0,0,0,0,0,1,8.5,5.5323,High(151-200),0,0,0,0,0,0
M,302.3,310.8,1611,31.8,169,0,0,0,0,0,0,1,8.5,5.3644,High(151-200),0,0,0,0,0,0
L,302.4,310.9,1560,31.8,172,0,0,0,0,0,0,0,8.5,5.1946,High(151-200),0,0,0,0,0,0
H,302.4,310.9,1444,40.7,174,0,0,0,0,0,0,2,8.5,6.154,High(151-200),0,0,0,0,0,0
L,302.4,311.0,1317,59.4,179,0,0,0,0,0,0,0,8.6,8.1916,High(151-200),0,1,1,1,0,0
M,302.5,311.0,1463,43.1,181,0,0,0,0,0,0,1,8.5,6.6026,High(151-200),0,0,0,0,0,0
L,302.4,311.1,1634,34.2,184,0,0,0,0,0,0,0,8.7,5.8516,High(151-200),0,0,0,0,0,0
L,302.4,311.0,1423,46.2,186,0,0,0,0,0,0,0,8.6,6.884,High(151-200),0,0,0,0,0,0
L,302.5,311.0,1548,38.4,188,0,0,0,0,0,0,0,8.5,6.2244,High(151-200),0,0,0,0,0,0
M,302.5,311.0,1563,35.6,190,0,0,0,0,0,0,1,8.5,5.8265,High(151-200),0,0,0,0,0,0
L,302.4,311.0,1573,36.5,193,0,0,0,0,0,0,0,8.6,6.012,High(151-200),0,0,0,0,0,0
M,302.4,311.1,1432,44.5,195,0,0,0,0,0,0,1,8.7,6.6727,High(151-200),0,0,0,0,0,0
M,302.5,311.1,1638,32.0,198,0,0,0,0,0,0,1,8.6,5.4886,High(151-200),0,0,0,0,0,0
L,302.5,311.1,1571,34.2,201,0,0,0,0,0,0,0,8.6,5.626,Critical(>200),1,0,0,0,0,0
L,302.4,311.0,2211,15.4,203,0,0,0,0,0,0,0,8.6,3.5654,Critical(>200),1,0,0,0,0,0
L,302.4,311.0,1555,40.6,205,0,0,0,0,0,0,0,8.6,6.6108,Critical(>200),1,0,0,0,0,0
M,302.3,310.9,1558,31.9,207,0,0,0,0,0,0,1,8.6,5.2042,Critical(>200),1,0,0,0,0,0
M,302.3,310.9,1523,43.2,210,0,0,0,0,0,0,1,8.6,6.8894,Critical(>200),1,0,0,0,0,0
L,302.3,310.8,1723,26.3,213,0,0,0,0,0,0,0,8.5,4.745,Critical(>200),1,0,0,0,0,0
M,302.3,310.8,1721,28.4,215,0,0,0,0,0,0,1,8.5,5.1179,Critical(>200),1,0,0,0,0,0
M,302.3,310.9,1710,30.4,218,1,1,0,0,0,0,1,8.6,5.4434,Critical(>200),1,0,0,0,0,1
M,302.3,310.9,1627,32.3,0,0,0,0,0,0,0,1,8.6,5.5028,Fresh(0-50),0,0,0,0,0,0
M,302.2,310.8,1422,47.0,3,0,0,0,0,0,0,1,8.6,6.9983,Fresh(0-50),0,1,1,1,0,0
L,302.1,310.8,1565,35.3,6,0,0,0,0,0,0,0,8.7,5.7848,Fresh(0-50),0,0,0,0,0,0
L,302.1,310.7,1314,52.8,8,1,0,1,0,0,0,0,8.6,7.2648,Fresh(0-50),0,1,1,1,0,1
M,302.0,310.6,1392,60.5,10,0,0,0,0,0,0,1,8.6,8.8184,Fresh(0-50),0,1,1,1,0,0
L,302.1,310.7,1465,40.7,13,0,0,0,0,0,0,0,8.6,6.2435,Fresh(0-50),0,0,0,0,0,0
L,301.9,310.6,1573,36.6,15,0,0,0,0,0,0,0,8.7,6.0285,Fresh(0-50),0,0,0,0,0,0
M,302.0,310.7,2157,17.8,17,0,0,0,0,0,0,1,8.7,4.0204,Fresh(0-50),0,0,0,0,0,0
L,301.9,310.7,1370,50.3,20,0,0,0,0,0,0,0,8.8,7.2158,Fresh(0-50),0,1,1,1,0,0
L,301.9,310.6,1462,38.8,22,0,0,0,0,0,0,0,8.7,5.9399,Fresh(0-50),0,0,0,0,0,0
M,302.0,310.6,1479,40.5,24,0,0,0,0,0,0,1,8.6,6.2722,Fresh(0-50),0,0,0,0,0,0
L,301.9,310.7,1717,26.8,27,0,0,0,0,0,0,0,8.8,4.8184,Fresh(0-50),0,0,0,0,0,0
M,301.9,310.6,1260,65.9,29,0,0,0,0,0,0,1,8.7,8.6947,Fresh(0-50),0,1,1,1,0,0
L,301.9,310.6,1467,39.3,32,0,0,0,0,0,0,0,8.7,6.037,Fresh(0-50),0,0,0,0,0,0
M,302.0,310.6,1535,38.6,34,0,0,0,0,0,0,1,8.6,6.2043,Fresh(0-50),0,0,0,0,0,0
L,302.0,310.7,1657,31.9,37,0,0,0,0,0,0,0,8.7,5.5349,Fresh(0-50),0,0,0,0,0,0
L,302.0,310.7,1698,28.1,39,0,0,0,0,0,0,0,8.7,4.9962,Fresh(0-50),0,0,0,0,0,0
L,302.1,310.7,1359,49.3,41,1,0,1,0,0,0,0,8.6,7.0156,Fresh(0-50),0,1,1,1,0,1
L,302.1,310.8,1596,37.1,43,0,0,0,0,0,0,0,8.7,6.2002,Fresh(0-50),0,0,0,0,0,0
L,302.2,310.8,1383,46.9,45,0,0,0,0,0,0,0,8.6,6.7919,Fresh(0-50),0,1,1,1,0,0
L,302.2,310.8,2203,16.6,47,0,0,0,0,0,0,0,8.6,3.8293,Fresh(0-50),0,0,0,0,0,0
M,302.2,310.8,1408,46.8,49,0,0,0,0,0,0,1,8.6,6.8999,Fresh(0-50),0,0,1,0,0,0
L,302.2,310.8,1673,32.9,52,0,0,0,0,0,0,0,8.6,5.7635,Low(51-100),0,0,0,0,0,0
L,302.2,310.8,1340,47.8,54,0,0,0,0,0,0,0,8.6,6.707,Low(51-100),0,1,1,1,0,0
L,302.2,310.9,1452,42.3,56,0,0,0,0,0,0,0,8.7,6.4314,Low(51-100),0,0,0,0,0,0
M,302.2,310.9,1302,53.4,58,0,0,0,0,0,0,1,8.7,7.2803,Low(51-100),0,1,1,1,0,0
H,302.2,310.9,1522,35.9,61,0,0,0,0,0,0,2,8.7,5.7214,Low(51-100),0,0,0,0,0,0
L,302.2,310.8,1438,41.4,66,0,0,0,0,0,0,0,8.6,6.2338,Low(51-100),0,0,0,0,0,0
L,302.2,310.9,1604,40.5,68,0,0,0,0,0,0,0,8.7,6.8023,Low(51-100),0,0,0,0,0,0
L,302.2,311.0,1832,23.2,70,0,0,0,0,0,0,0,8.8,4.4505,Low(51-100),0,0,0,0,0,0
M,302.3,311.0,1521,34.8,72,0,0,0,0,0,0,1,8.7,5.5425,Low(51-100),0,0,0,0,0,0
